Letter reference,Author name,Author API,Author gender,Author DOB,Relation to recipient,Recipient,Recipient API,Recipient gender,Recipient DOB,Relation to author,Change from 2006?,Order of Gardiner letters in file
BACON_046,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON-IN-LAW,THOMAS_GRESHAM,SIR,MALE,1519?,FATHER-IN-LAW,ok,
BACON_047,ANTHONY_STRINGER,,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_048,JOHN_MOUNFORD,BAILIFF,MALE,,FAMILY_SERVANT/BAILIFF,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_049,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_050,JOHN_MOUNFORD,BAILIFF,MALE,,FAMILY_SERVANT/BAILIFF,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_051,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_052,EDWARD_STANHAWE,TENANT?,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_053,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_054,EDWARD_STANHAWE,TENANT?,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_055,ANNE_BACON[N.GRESHAM],,FEMALE,,DAUGHTER,ANNE_GRESHAM[N.FERNELEY],LADY,FEMALE,,MOTHER,ok,
BACON_056,ANNE_BACON[N.GRESHAM],,FEMALE,,NATURAL_DAUGHTER,WINEFRED_DUTTON,MISTRESS,FEMALE,,NATURAL_MOTHER,corrected,
BACON_057,JOHN_MOUNFORD,BAILIFF,MALE,,FAMILY_SERVANT/BAILIFF,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_058,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_059,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_060,JOHN_MOUNFORD,BAILIFF,MALE,,FAMILY_SERVANT/BAILIFF,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_061,ANNE_BACON[N.GRESHAM],,FEMALE,,NATURAL_DAUGHTER,WINEFRED_DUTTON,MISTRESS,FEMALE,,NATURAL_MOTHER,corrected,
BACON_062,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_063,ANNE_BACON[N.COOKE],LADY,FEMALE,1528,MOTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_064,WILLIAM_HEYDON,SIR,MALE,1540,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_065,EDWARD_STANHAWE,TENANT?,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_066,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_067,ANNE_BACON[N.GRESHAM],,FEMALE,,BASE_DAUGHTER,THOMAS_GRESHAM,SIR,MALE,1519?,FATHER,ok,
BACON_068,NICHOLAS_BACON_II,SIR,MALE,1543,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_069,ANNE_BACON[N.GRESHAM],,FEMALE,,DAUGHTER-IN-LAW,ANNE_BACON[N.COOKE],LADY,FEMALE,1528,MOTHER-IN-LAW,ok,
BACON_070,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,WILLIAM_SMYTHE,CUSTOMER_OF_YARMOUTH,MALE,,,ok,
BACON_071,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_072,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_073,CHARLES_CALTHORPE,SIR/LAWYER,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_074,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,MR_ALDRED,YEOMAN/FARMER,MALE,,,ok,
BACON_075,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_076,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_077,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_078,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_079,ROBERT_BLACKMAN,DEPUTY_CUSTOMER_OF_YARMOUTH,MALE,,COUSIN,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,COUSIN,ok,
BACON_080,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_081,CHARLES_CALTHORPE,SIR/LAWYER,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_082,EDWARD_GRIMSTONE,LAWYER,MALE,1528?,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_083,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_084,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_085,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_086,CHARLES_CALTHORPE,SIR/LAWYER,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_087,FRANCIS_WYNDHAM,,MALE,,BROTHER-IN-LAW,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER-IN-LAW,ok,
BACON_088,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_089,WALTER_ALLEN,RECTOR_OF_RUSHBROOKE,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_090,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_091,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_092,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_093,JOHN_SAUNDERS,,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_094,CHARLES_CALTHORPE,SIR/LAWYER,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_095,JOHN_SAUNDERS,,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_096,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_097,WILLIAM_HEYDON,SIR,MALE,1540,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_098,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_099,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_100,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_101,FRANCIS_WYNDHAM,,MALE,,BROTHER-IN-LAW,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER-IN-LAW,ok,
BACON_102,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_103,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_104,JOHN_PERCIVAL,RECTOR_OF_ST_JOHN_AND_ST_MARY,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_105,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_106,JOHN_SAUNDERS,,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_107,JOHN_BANYARD,GENTLEMAN,MALE,,,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,,ok,
BACON_108,EDMUND_BANYARD,GENTLEMAN,MALE,,,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,,ok,
BACON_109,JOHN_SAUNDERS,,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_110,JOHN_SAUNDERS,,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_111,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_112,EDMUND_BANYARD,GENTLEMAN,MALE,,,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,,ok,
BACON_113,FRANCIS_WYNDHAM,,MALE,,BROTHER-IN-LAW,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER-IN-LAW,ok,
BACON_114,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_115,STEPHEN_DRURY,LAWYER,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_116,JOHN_BANYARD,GENTLEMAN,MALE,,,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,,ok,
BACON_117,FRANCIS_JOHNSON,SHIPMASTER/MERCHANT,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_118,JOHN_CALTHORPE,,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_119,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_120,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_121,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_122,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_123,FRANCIS_WYNDHAM,,MALE,,BROTHER-IN-LAW,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER-IN-LAW,ok,
BACON_124,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_125,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,EDWARD_PASTON_I,,MALE,,,ok,
BACON_126,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,CLEMENT_PASTON_II,SEA_CAPTAIN(DNB),MALE,1515?,,ok,
BACON_127,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,WILLIAM_PASTON_V,SIR/BAILIFF_OF_YARMOUTH,MALE,1528,,ok,
BACON_128,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_129,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_130,FRANCIS_WYNDHAM,,MALE,,BROTHER-IN-LAW,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER-IN-LAW,ok,
BACON_131,FRANCIS_WYNDHAM,,MALE,,BROTHER-IN-LAW,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER-IN-LAW,ok,
BACON_132,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_133,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_134,FRANCIS_WYNDHAM,,MALE,,BROTHER-IN-LAW,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER-IN-LAW,ok,
BACON_135,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,GEORGE_GARDINER,DEAN_OF_NORWICH,MALE,1535?,,ok,
BACON_136,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_137,JOHN_SAUNDERS,,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_138,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_139,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_140,JOHN_PERCIVAL,RECTOR_OF_ST_JOHN_AND_ST_MARY,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_141,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_142,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON-IN-LAW,THOMAS_GRESHAM,SIR,MALE,1519?,FATHER-IN-LAW,ok,
BACON_143,ROBERT_BARWICK,,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_144,ROBERT_BARWICK,,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_145,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,EDWARD_BACON,SIR,MALE,1548?,BROTHER,ok,
BACON_146,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_147,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_148,EDWARD_BACON,SIR,MALE,1548?,BROTHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_149,EDWARD_FIENNES_DE_CLINTON,1ST_EARL_OF_LINCOLN/ADMIRAL,MALE,1512,,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,,ok,
BACON_150,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_151,EDWARD_FIENNES_DE_CLINTON,1ST_EARL_OF_LINCOLN/ADMIRAL,MALE,1512,,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,,ok,
BACON_152,EDWARD_FIENNES_DE_CLINTON,1ST_EARL_OF_LINCOLN/ADMIRAL,MALE,1512,,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,,ok,
BACON_153,PRIVY_COUNCIL,,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_154,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_155,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_156,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_157,ROBERT_BACON,,MALE,,COUSIN,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,COUSIN,ok,
BACON_158,EDWARD_FIENNES_DE_CLINTON,1ST_EARL_OF_LINCOLN/ADMIRAL,MALE,1512,,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,,ok,
BACON_159,PRIVY_COUNCIL,,MALE,,,CHRISTOPHER_HEYDON_&,SIR/COMMISSIONERS,MALE,1519?,,ok,
BACON_160,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,,ok,
BACON_161,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_162,ELIZABETH_D'OYLY/NEVILLE,LADY,FEMALE,1541?,SISTER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_163,WILLIAM_SMYTHE,CUSTOMER_OF_YARMOUTH,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_164,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_165,PRIVY_COUNCIL,,MALE,,,NAMES_UNKNOWN_3,SHERIFF_OF_NORFOLK_&,MALE,,,ok,
BACON_166,NAMES_UNKNOWN_9,JUSTICES_OF_THE_PEACE,MALE,,,NAMES_UNKNOWN_6,CONSTABLES_OF_GALLOW_HUNDRED,MALE,,,ok,
BACON_167,WILLIAM_HEYDON,SIR,MALE,1540,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_168,RICHARD_MANSER,YEOMAN,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,MASTER,ok,
BACON_169,ROBERT_D'OYLY,SIR,MALE,1542,BROTHER-IN-LAW,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER-IN-LAW,ok,
BACON_170,FRANCIS_WYNDHAM,,MALE,,BROTHER-IN-LAW,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER-IN-LAW,ok,
BACON_171,BERNARD_BASE,DEPUTY_CUSTOMER_OF_YARMOUTH,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_172,FRANCIS_WYNDHAM,,MALE,,BROTHER-IN-LAW,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER-IN-LAW,ok,
BACON_173,PRIVY_COUNCIL,,MALE,,,CHRISTOPHER_HEYDON_&,SIR/COMMISSIONERS,MALE,1519?,,ok,
BACON_174,ELIZABETH_D'OYLY/NEVILLE,LADY,FEMALE,1541?,SISTER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_175,ELIZABETH_D'OYLY/NEVILLE,LADY,FEMALE,1541?,SISTER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER,ok,
BACON_176,FRANCIS_WYNDHAM,,MALE,,BROTHER-IN-LAW,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER-IN-LAW,ok,
BACON_177,FRANCIS_WYNDHAM,,MALE,,BROTHER-IN-LAW,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER-IN-LAW,ok,
BACON_178,FRANCIS_WYNDHAM,,MALE,,BROTHER-IN-LAW,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER-IN-LAW,ok,
BACON_179,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,KIN,THOMAS_GRESHAM,SIR,MALE,1519?,KIN,ok,
BACON_180,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,RICHARD_CRESSEY,YEOMAN,MALE,,,ok,
BACON_181,FRANCIS_WYNDHAM,,MALE,,BROTHER-IN-LAW,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,BROTHER-IN-LAW,ok,
BACON_182,WILLIAM_HEYDON,SIR,MALE,1540,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_183,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_184,FRANCIS_JOHNSON,SHIPMASTER/MERCHANT,MALE,,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_185,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,ok,
BACON_186,ROBERT_BLACKMAN,DEPUTY_CUSTOMER_OF_YARMOUTH,MALE,,COUSIN,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,COUSIN,ok,
BACON_187,EDMUND_FREAKE,BISHOP_OF_NORWICH_AND_WORCESTER(DNB),MALE,1516?,,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
BACON_188,NICHOLAS_BACON_I,SIR/LORD_KEEPER_OF_THE_GREAT_SEAL,MALE,1510,FATHER,NATHANIEL_BACON_I,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,SON,ok,
BACON_189,PRIVY_COUNCIL,,MALE,,,NAMES_UNKNOWN_3,SHERIFF_OF_NORFOLK_&,MALE,,,ok,
